"country","year","sex","age","suicides_no","population","suicides.100k.pop","gdp_for_year....","gdp_per_capita....","generation","NV.SRV.TOTL.ZS","NV.IND.TOTL.ZS","NV.IND.MANF.ZS","NV.AGR.TOTL.ZS"
"Czech Republic",2003,"female","25-34 years",29,810207,3.58,99627140274,10220,"Generation X",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"male","5-14 years",6,573339,1.05,99627140274,10220,"Millenials",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"male","35-54 years",572,1441293,39.69,99627140274,10220,"Boomers",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"female","35-54 years",127,1431458,8.87,99627140274,10220,"Boomers",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"male","25-34 years",206,842279,24.46,99627140274,10220,"Generation X",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"female","75+ years",74,403426,18.34,99627140274,10220,"Silent",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"female","55-74 years",99,1129314,8.77,99627140274,10220,"Silent",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2003,"female","15-24 years",22,694102,3.17,99627140274,10220,"Millenials",56.3874590714003,32.6280199631224,21.970536389715,2.36270371785757
"Czech Republic",2004,"male","35-54 years",540,1429901,37.76,1.19162e+11,12226,"Boomers",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"male","75+ years",121,208455,58.05,1.19162e+11,12226,"Silent",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"female","5-14 years",3,525775,0.57,1.19162e+11,12226,"Millenials",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"female","25-34 years",24,829828,2.89,1.19162e+11,12226,"Generation X",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"female","15-24 years",14,676084,2.07,1.19162e+11,12226,"Millenials",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"male","55-74 years",317,973192,32.57,1.19162e+11,12226,"Silent",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"female","35-54 years",99,1417483,6.98,1.19162e+11,12226,"Boomers",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"male","25-34 years",193,862649,22.37,1.19162e+11,12226,"Generation X",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"male","15-24 years",110,707587,15.55,1.19162e+11,12226,"Millenials",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"male","5-14 years",5,553266,0.9,1.19162e+11,12226,"Millenials",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"female","55-74 years",95,1150600,8.26,1.19162e+11,12226,"Silent",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2004,"female","75+ years",62,411827,15.05,1.19162e+11,12226,"Silent",54.1037158557022,34.0804272665884,22.9896775255319,2.30502174080571
"Czech Republic",2005,"male","25-34 years",208,877897,23.69,1.36281e+11,13961,"Generation X",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"male","15-24 years",85,695191,12.23,1.36281e+11,13961,"Millenials",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"male","55-74 years",347,998004,34.77,1.36281e+11,13961,"Silent",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"female","5-14 years",2,506842,0.39,1.36281e+11,13961,"Millenials",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"male","75+ years",113,215366,52.47,1.36281e+11,13961,"Silent",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"female","55-74 years",82,1171511,7,1.36281e+11,13961,"Silent",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"female","75+ years",50,420901,11.88,1.36281e+11,13961,"Silent",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"male","35-54 years",516,1427262,36.15,1.36281e+11,13961,"Boomers",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"female","35-54 years",109,1408555,7.74,1.36281e+11,13961,"Boomers",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"female","25-34 years",33,841934,3.92,1.36281e+11,13961,"Generation X",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"male","5-14 years",4,534812,0.75,1.36281e+11,13961,"Millenials",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2005,"female","15-24 years",16,663458,2.41,1.36281e+11,13961,"Millenials",54.0854615304274,34.0836605735313,23.03705652585,2.21205287339916
"Czech Republic",2006,"male","15-24 years",101,690682,14.62,1.55464e+11,15896,"Millenials",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"male","25-34 years",155,884745,17.52,1.55464e+11,15896,"Generation X",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"female","55-74 years",90,1193318,7.54,1.55464e+11,15896,"Silent",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"female","75+ years",41,430258,9.53,1.55464e+11,15896,"Silent",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"male","55-74 years",299,1022887,29.23,1.55464e+11,15896,"Silent",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"male","75+ years",125,222276,56.24,1.55464e+11,15896,"Silent",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"male","35-54 years",459,1426930,32.17,1.55464e+11,15896,"Boomers",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"female","35-54 years",95,1401646,6.78,1.55464e+11,15896,"Boomers",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"female","5-14 years",0,488298,0,1.55464e+11,15896,"Millenials",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"female","25-34 years",20,845584,2.37,1.55464e+11,15896,"Generation X",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"female","15-24 years",12,658122,1.82,1.55464e+11,15896,"Millenials",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2006,"male","5-14 years",3,515573,0.58,1.55464e+11,15896,"Millenials",54.082272877632,34.6876478522249,23.5515107899743,2.07284905081363
"Czech Republic",2007,"female","55-74 years",72,1216178,5.92,1.89227e+11,19273,"Silent",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"female","35-54 years",73,1400706,5.21,1.89227e+11,19273,"Boomers",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"female","25-34 years",21,846092,2.48,1.89227e+11,19273,"Generation X",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"female","75+ years",49,438726,11.17,1.89227e+11,19273,"Silent",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"male","55-74 years",322,1047512,30.74,1.89227e+11,19273,"Silent",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"male","35-54 years",440,1434256,30.68,1.89227e+11,19273,"Boomers",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"male","25-34 years",176,888983,19.8,1.89227e+11,19273,"Generation X",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"male","15-24 years",100,690165,14.49,1.89227e+11,19273,"Millenials",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"female","15-24 years",15,654550,2.29,1.89227e+11,19273,"Millenials",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"male","75+ years",109,229015,47.6,1.89227e+11,19273,"Silent",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"female","5-14 years",0,472986,0,1.89227e+11,19273,"Generation Z",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2007,"male","5-14 years",2,499126,0.4,1.89227e+11,19273,"Generation Z",53.9563247682297,34.5957167450888,23.4817064167576,1.9637943323081
"Czech Republic",2008,"female","35-54 years",88,1412333,6.23,2.35719e+11,23811,"Boomers",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"male","25-34 years",162,892070,18.16,2.35719e+11,23811,"Generation X",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"female","75+ years",37,446156,8.29,2.35719e+11,23811,"Silent",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"male","35-54 years",434,1457201,29.78,2.35719e+11,23811,"Boomers",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"female","25-34 years",32,842858,3.8,2.35719e+11,23811,"Generation X",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"male","15-24 years",96,692756,13.86,2.35719e+11,23811,"Millenials",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"male","75+ years",137,235750,58.11,2.35719e+11,23811,"Silent",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"male","5-14 years",3,487813,0.61,2.35719e+11,23811,"Generation Z",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"male","55-74 years",291,1075692,27.05,2.35719e+11,23811,"Silent",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"female","5-14 years",1,461711,0.22,2.35719e+11,23811,"Generation Z",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"female","15-24 years",14,653487,2.14,2.35719e+11,23811,"Millenials",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2008,"female","55-74 years",84,1241767,6.76,2.35719e+11,23811,"Silent",54.5841485225206,34.1646130070274,22.2308894100246,1.93500835090033
"Czech Republic",2009,"female","15-24 years",16,646079,2.48,2.0618e+11,20748,"Millenials",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"female","55-74 years",78,1265312,6.16,2.0618e+11,20748,"Silent",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"female","35-54 years",79,1428022,5.53,2.0618e+11,20748,"Boomers",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"male","55-74 years",337,1100133,30.63,2.0618e+11,20748,"Silent",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"male","25-34 years",199,880108,22.61,2.0618e+11,20748,"Generation X",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"female","25-34 years",18,827079,2.18,2.0618e+11,20748,"Generation X",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"female","75+ years",42,450517,9.32,2.0618e+11,20748,"Silent",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"male","5-14 years",2,479988,0.42,2.0618e+11,20748,"Generation Z",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"female","5-14 years",1,453948,0.22,2.0618e+11,20748,"Generation Z",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"male","15-24 years",81,685218,11.82,2.0618e+11,20748,"Millenials",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"male","75+ years",135,240265,56.19,2.0618e+11,20748,"Silent",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2009,"male","35-54 years",476,1480738,32.15,2.0618e+11,20748,"Boomers",55.5376806841222,33.2469470734471,20.6707240900374,1.64229727745891
"Czech Republic",2010,"male","5-14 years",1,479853,0.21,2.07478e+11,20862,"Generation Z",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"female","5-14 years",0,454268,0,2.07478e+11,20862,"Generation Z",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"female","35-54 years",87,1445352,6.02,2.07478e+11,20862,"Generation X",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"female","15-24 years",20,629937,3.17,2.07478e+11,20862,"Millenials",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"female","75+ years",40,453417,8.82,2.07478e+11,20862,"Silent",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"female","55-74 years",84,1288749,6.52,2.07478e+11,20862,"Silent",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"male","75+ years",115,243211,47.28,2.07478e+11,20862,"Silent",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"female","25-34 years",26,805752,3.23,2.07478e+11,20862,"Generation X",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"male","35-54 years",473,1499075,31.55,2.07478e+11,20862,"Generation X",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"male","25-34 years",168,858416,19.57,2.07478e+11,20862,"Generation X",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"male","15-24 years",94,665538,14.12,2.07478e+11,20862,"Millenials",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2010,"male","55-74 years",394,1121705,35.13,2.07478e+11,20862,"Silent",55.6481017871708,33.2590024792654,21.1999150023824,1.51950907314237
"Czech Republic",2011,"female","15-24 years",19,602033,3.16,2.27948e+11,23010,"Millenials",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"male","5-14 years",2,483911,0.41,2.27948e+11,23010,"Generation Z",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"male","75+ years",118,246004,47.97,2.27948e+11,23010,"Silent",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"female","55-74 years",77,1312571,5.87,2.27948e+11,23010,"Boomers",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"female","25-34 years",28,771896,3.63,2.27948e+11,23010,"Millenials",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"male","55-74 years",424,1152114,36.8,2.27948e+11,23010,"Boomers",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"female","5-14 years",0,457594,0,2.27948e+11,23010,"Generation Z",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"female","75+ years",43,454906,9.45,2.27948e+11,23010,"Silent",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"male","35-54 years",500,1517715,32.94,2.27948e+11,23010,"Generation X",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"male","25-34 years",173,818695,21.13,2.27948e+11,23010,"Millenials",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"male","15-24 years",120,632356,18.98,2.27948e+11,23010,"Millenials",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2011,"female","35-54 years",86,1456523,5.9,2.27948e+11,23010,"Generation X",54.690902149486,33.4082263300572,22.0591979433555,2.14767629665163
"Czech Republic",2012,"male","55-74 years",430,1173069,36.66,2.07376e+11,20898,"Boomers",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"male","35-54 years",538,1537251,35,2.07376e+11,20898,"Generation X",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"male","25-34 years",179,796162,22.48,2.07376e+11,20898,"Millenials",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"male","15-24 years",84,609704,13.78,2.07376e+11,20898,"Millenials",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"male","75+ years",146,248952,58.65,2.07376e+11,20898,"Silent",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"female","5-14 years",1,468843,0.21,2.07376e+11,20898,"Generation Z",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"female","55-74 years",106,1333013,7.95,2.07376e+11,20898,"Boomers",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"female","35-54 years",94,1471892,6.39,2.07376e+11,20898,"Generation X",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"female","15-24 years",10,581629,1.72,2.07376e+11,20898,"Millenials",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"female","75+ years",45,456859,9.85,2.07376e+11,20898,"Silent",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"male","5-14 years",3,495721,0.61,2.07376e+11,20898,"Generation Z",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2012,"female","25-34 years",22,750032,2.93,2.07376e+11,20898,"Millenials",54.3531485411506,33.1639207943423,22.2234127242167,2.34970610200418
"Czech Republic",2013,"male","35-54 years",485,1556338,31.16,2.09402e+11,21073,"Generation X",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"male","25-34 years",168,773130,21.73,2.09402e+11,21073,"Millenials",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"male","55-74 years",399,1188011,33.59,2.09402e+11,21073,"Boomers",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"male","15-24 years",108,586871,18.4,2.09402e+11,21073,"Millenials",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"female","75+ years",36,459282,7.84,2.09402e+11,21073,"Silent",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"female","5-14 years",2,483804,0.41,2.09402e+11,21073,"Generation Z",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"male","75+ years",129,252532,51.08,2.09402e+11,21073,"Silent",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"female","55-74 years",92,1347862,6.83,2.09402e+11,21073,"Boomers",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"female","25-34 years",30,729365,4.11,2.09402e+11,21073,"Millenials",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"female","15-24 years",15,560391,2.68,2.09402e+11,21073,"Millenials",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"female","35-54 years",108,1488299,7.26,2.09402e+11,21073,"Generation X",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2013,"male","5-14 years",5,510895,0.98,2.09402e+11,21073,"Generation Z",54.258334537135,32.8504136522822,22.2300523556121,2.40363404949772
"Czech Republic",2014,"male","35-54 years",467,1580637,29.55,2.07818e+11,20859,"Generation X",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"male","25-34 years",157,752372,20.87,2.07818e+11,20859,"Millenials",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"male","15-24 years",84,565782,14.85,2.07818e+11,20859,"Millenials",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"male","55-74 years",364,1197687,30.39,2.07818e+11,20859,"Boomers",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"female","15-24 years",11,540106,2.04,2.07818e+11,20859,"Millenials",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"female","5-14 years",1,500027,0.2,2.07818e+11,20859,"Generation Z",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"female","75+ years",54,464061,11.64,2.07818e+11,20859,"Silent",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"male","75+ years",123,257383,47.79,2.07818e+11,20859,"Silent",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"female","55-74 years",107,1356408,7.89,2.07818e+11,20859,"Boomers",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"male","5-14 years",1,527532,0.19,2.07818e+11,20859,"Generation Z",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"female","25-34 years",26,711374,3.65,2.07818e+11,20859,"Millenials",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2014,"female","35-54 years",94,1509758,6.23,2.07818e+11,20859,"Generation X",53.6554986810899,34.2458567166822,24.1852348364744,2.47392721340798
"Czech Republic",2015,"male","25-34 years",151,737221,20.48,1.8683e+11,18703,"Millenials",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"male","5-14 years",2,543129,0.37,1.8683e+11,18703,"Generation Z",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"male","15-24 years",58,546597,10.61,1.8683e+11,18703,"Millenials",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"male","35-54 years",404,1602521,25.21,1.8683e+11,18703,"Generation X",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"male","75+ years",145,264401,54.84,1.8683e+11,18703,"Silent",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"male","55-74 years",373,1202553,31.02,1.8683e+11,18703,"Boomers",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"female","35-54 years",86,1528289,5.63,1.8683e+11,18703,"Generation X",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"female","75+ years",44,471092,9.34,1.8683e+11,18703,"Silent",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"female","55-74 years",80,1358421,5.89,1.8683e+11,18703,"Boomers",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"female","15-24 years",19,521060,3.65,1.8683e+11,18703,"Millenials",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"female","5-14 years",5,515457,0.97,1.8683e+11,18703,"Generation Z",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2015,"female","25-34 years",20,698584,2.86,1.8683e+11,18703,"Millenials",53.7666160477986,33.9918573178934,24.1277275276052,2.22791197930799
"Czech Republic",2016,"male","35-54 years",386,1617906,23.86,1.95305e+11,19505,"Generation X",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"male","25-34 years",137,729199,18.79,1.95305e+11,19505,"Millenials",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"female","35-54 years",91,1541109,5.9,1.95305e+11,19505,"Generation X",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"male","75+ years",140,273637,51.16,1.95305e+11,19505,"Silent",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"male","15-24 years",78,527890,14.78,1.95305e+11,19505,"Millenials",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"female","15-24 years",22,502574,4.38,1.95305e+11,19505,"Millenials",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"male","55-74 years",319,1205832,26.45,1.95305e+11,19505,"Boomers",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"female","55-74 years",86,1358948,6.33,1.95305e+11,19505,"Boomers",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"female","75+ years",25,480884,5.2,1.95305e+11,19505,"Silent",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Czech Republic",2016,"female","25-34 years",34,691963,4.91,1.95305e+11,19505,"Millenials",53.9043710351878,33.8156891335864,24.3522638710813,2.20621632266553
"Denmark",1997,"female","25-34 years",22,397100,5.54,1.73538e+11,35148,"Generation X",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"male","35-54 years",191,777200,24.58,1.73538e+11,35148,"Boomers",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"female","35-54 years",84,753500,11.15,1.73538e+11,35148,"Boomers",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"male","15-24 years",45,337600,13.33,1.73538e+11,35148,"Generation X",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"female","5-14 years",0,291000,0,1.73538e+11,35148,"Millenials",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"female","75+ years",46,236400,19.46,1.73538e+11,35148,"G.I. Generation",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"female","55-74 years",88,501000,17.56,1.73538e+11,35148,"Silent",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"male","55-74 years",148,458400,32.29,1.73538e+11,35148,"Silent",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"male","75+ years",94,135400,69.42,1.73538e+11,35148,"G.I. Generation",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"male","5-14 years",3,306200,0.98,1.73538e+11,35148,"Millenials",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"male","25-34 years",79,417200,18.94,1.73538e+11,35148,"Generation X",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1997,"female","15-24 years",17,326300,5.21,1.73538e+11,35148,"Generation X",60.76925023274,22.4527082030033,14.6261022973854,2.63713770439453
"Denmark",1998,"male","35-54 years",235,780300,30.12,1.76992e+11,35710,"Boomers",60.7388944913439,22.3260269075235,14.5270441184902,2.14462540936333
"Denmark",1998,"male","55-74 years",118,467900,25.22,1.76992e+11,35710,"Silent",60.7388944913439,22.3260269075235,14.5270441184902,2.14462540936333
"Denmark",1998,"female","75+ years",38,237600,15.99,1.76992e+11,35710,"G.I. Generation",60.7388944913439,22.3260269075235,14.5270441184902,2.14462540936333
"Denmark",1998,"female","35-54 years",79,756900,10.44,1.76992e+11,35710,"Boomers",60.7388944913439,22.3260269075235,14.5270441184902,2.14462540936333
"Denmark",1998,"male","15-24 years",34,327800,10.37,1.76992e+11,35710,"Generation X",60.7388944913439,22.3260269075235,14.5270441184902,2.14462540936333
